ID,Fruta,Cantidad,Precio,Fecha
3436,Piña,96,10.2,2025-02-18
3437,Mango,8,6.02,2025-02-25
3438,Pera,60,13.64,2024-09-21
3439,Manzana,64,7.15,2026-03-08
3440,Pera,69,5.96,2026-03-30
3441,Mango,84,7.14,2026-03-01
3442,Manzana,68,7.04,2025-05-09
3443,Uvilla,69,8.73,2026-02-12
3444,Naranja,3,1.04,2025-07-25
3445,Banano,97,6.71,2025-05-11
3446,Frutilla,65,10.41,2025-12-28
3447,Piña,41,11.12,2025-06-07
3448,Pera,48,11.61,2024-10-19
3449,Pera,49,12.1,2025-12-29
3450,Banano,9,8.17,2024-07-27
3451,Uva,83,12.33,2024-09-22
3452,Manzana,93,5.48,2025-05-25
3453,Uva,46,6.26,2026-03-27
3454,Frutilla,11,7.82,2026-05-23
3455,Naranja,83,10.01,2025-05-10
3456,Pera,87,9.98,2024-10-14
3457,Mango,25,4.42,2024-08-04
3458,Uva,61,10.56,2024-10-07
3459,Piña,18,9.82,2025-10-16
3460,Melón,75,5.1,2025-05-29
3461,Piña,64,3.26,2026-04-24
3462,Naranja,90,13.99,2025-06-06
3463,Uva,95,10.35,2026-04-16
3464,Uvilla,43,8.74,2025-04-11
3465,Melón,15,4.36,2026-01-05
3466,Frutilla,30,4.29,2025-11-10
3467,Piña,6,5.03,2024-10-07
3468,Piña,44,2.34,2026-01-09
3469,Uvilla,75,14.06,2024-10-01
3470,Frutilla,2,5.55,2024-09-20
3471,Naranja,72,14.53,2024-09-16
3472,Frutilla,97,7.51,2025-01-01
3473,Pera,97,14.08,2025-03-27
3474,Manzana,78,3.48,2024-10-22
3475,Uvilla,1,12.46,2025-06-16
3476,Melón,64,11.73,2024-06-27
3477,Manzana,42,9.56,2024-08-26
3478,Naranja,67,8.21,2025-01-01
3479,Mango,77,10.02,2025-06-23
3480,Melón,99,12.98,2025-02-16
3481,Uva,35,14.21,2025-07-24
3482,Naranja,87,12.92,2026-02-26
3483,Naranja,5,11.94,2025-03-21
3484,Naranja,93,4.73,2026-01-11
3485,Pera,85,1.33,2025-01-17
3486,Banano,94,4.13,2026-03-29
3487,Uva,93,14.18,2024-11-17
3488,Frutilla,100,14.26,2025-06-18
3489,Mango,52,12.36,2026-01-11
3490,Naranja,53,2.7,2025-04-01
3491,Naranja,90,3.14,2025-06-23
3492,Piña,62,8.81,2026-04-04
3493,Uva,54,2.98,2026-05-20
3494,Uva,3,6.82,2025-08-29
3495,Naranja,81,10.68,2024-11-30
3496,Uva,77,9.19,2025-02-20
3497,Mango,91,4.02,2025-09-21
3498,Frutilla,6,5.97,2026-03-15
3499,Naranja,48,8.84,2025-01-08
3500,Naranja,84,5.36,2024-07-24
3501,Piña,94,4.84,2025-02-21
3502,Frutilla,4,12.57,2025-09-04
3503,Uvilla,90,6.88,2025-01-18
3504,Melón,19,4.16,2024-10-27
3505,Piña,47,6.06,2025-05-29
3506,Melón,31,10.01,2024-09-07
3507,Naranja,99,10.76,2025-12-25
3508,Pera,20,2.92,2025-05-15
3509,Frutilla,44,11.7,2024-08-13
3510,Frutilla,78,5.98,2024-07-28
3511,Pera,64,0.84,2025-06-27
3512,Uva,45,12.98,2026-04-23
3513,Frutilla,33,9.06,2026-03-09
3514,Manzana,45,11.0,2024-11-18
3515,Uvilla,100,8.89,2025-09-09
3516,Piña,64,6.29,2025-10-05
3517,Melón,66,9.43,2025-01-13
3518,Uva,83,7.38,2024-12-17
3519,Manzana,50,12.22,2025-07-22
3520,Mango,47,2.66,2024-07-26
3521,Mango,95,13.76,2025-10-19
3522,Naranja,33,11.77,2025-07-02
3523,Uvilla,10,1.48,2025-10-30
3524,Piña,55,2.9,2024-10-11
3525,Pera,28,7.51,2026-05-03
3526,Manzana,83,7.68,2024-09-11
3527,Frutilla,25,7.01,2026-05-04
3528,Pera,94,9.35,2025-12-16
3529,Piña,19,8.69,2026-01-19
3530,Naranja,72,10.88,2026-01-08
3531,Mango,20,4.78,2026-01-25
3532,Manzana,18,8.44,2026-04-22
3533,Melón,85,6.22,2024-11-11
3534,Naranja,35,11.39,2025-03-16
3535,Mango,50,5.31,2025-07-07
3536,Frutilla,40,14.49,2024-11-12
3537,Pera,62,13.5,2025-09-08
3538,Melón,81,0.68,2025-06-14
3539,Frutilla,93,8.29,2026-04-12
3540,Naranja,85,11.03,2024-06-22
3541,Mango,58,1.88,2025-11-19
3542,Naranja,2,7.41,2024-07-17
3543,Uva,43,3.53,2024-09-25
3544,Mango,75,9.19,2025-12-26
3545,Frutilla,74,2.79,2025-04-25
3546,Uva,53,8.75,2025-03-03
3547,Piña,57,10.56,2024-09-08
3548,Pera,64,9.98,2024-11-23
3549,Manzana,53,14.76,2025-11-08
3550,Naranja,38,5.64,2025-12-25
3551,Melón,84,5.77,2025-02-01
3552,Banano,69,5.23,2025-10-19
3553,Manzana,55,3.09,2025-04-14
3554,Manzana,64,2.45,2024-09-23
3555,Pera,31,6.78,2025-07-14
3556,Uva,92,6.23,2026-03-01
3557,Pera,81,7.43,2025-10-21
3558,Mango,44,14.58,2024-11-02
3559,Banano,73,8.18,2026-01-30
3560,Mango,74,14.47,2025-01-29
3561,Manzana,20,6.22,2024-06-30
3562,Banano,60,14.84,2026-04-19
3563,Uvilla,57,3.09,2025-03-13
3564,Banano,37,6.83,2025-02-04
3565,Mango,34,3.3,2025-12-27
3566,Manzana,97,13.75,2024-06-26
3567,Naranja,45,12.74,2025-08-08
3568,Manzana,23,1.1,2024-12-17
3569,Piña,23,6.01,2025-05-08
3570,Melón,100,0.91,2026-01-20
3571,Uvilla,17,1.23,2024-11-02
3572,Pera,67,7.14,2026-04-15
3573,Manzana,80,14.41,2025-02-20
3574,Melón,1,10.31,2025-11-11
3575,Piña,77,9.3,2024-08-27
3576,Naranja,48,13.08,2025-08-17
3577,Mango,41,11.71,2025-04-03
3578,Banano,71,7.98,2025-07-26
3579,Piña,40,0.6,2024-08-27
3580,Uvilla,23,11.54,2025-04-15
3581,Banano,1,9.88,2025-01-11
3582,Piña,83,4.27,2024-09-01
3583,Mango,85,14.58,2025-02-19
3584,Uvilla,71,6.1,2025-11-01
3585,Manzana,14,11.65,2025-12-24
3586,Manzana,61,11.91,2025-09-04
3587,Melón,61,3.67,2026-04-08
3588,Uvilla,96,4.09,2026-05-13
3589,Piña,28,5.54,2025-08-04
3590,Naranja,69,2.27,2024-11-18
3591,Piña,32,3.9,2026-04-13
3592,Banano,77,12.8,2026-02-17
3593,Melón,88,4.42,2025-10-01
3594,Pera,71,2.42,2026-02-16
3595,Piña,92,7.1,2025-06-11
3596,Mango,89,2.93,2024-06-21
3597,Manzana,95,7.52,2025-04-04
3598,Banano,5,2.1,2024-09-14
3599,Banano,50,8.09,2025-06-18
3600,Melón,83,10.16,2024-09-07
3601,Naranja,28,9.59,2024-11-23
3602,Mango,8,10.7,2025-02-13
3603,Uvilla,11,1.54,2024-08-04
3604,Uvilla,71,9.51,2025-12-27
3605,Uva,92,10.47,2024-09-15
3606,Uvilla,86,10.14,2025-03-30
3607,Mango,67,3.32,2024-07-02
3608,Pera,53,1.55,2025-05-03
3609,Uvilla,38,7.77,2026-02-04
3610,Uva,100,9.72,2025-07-23
3611,Pera,92,1.17,2024-09-03
3612,Frutilla,32,3.1,2025-04-29
3613,Piña,91,4.53,2026-01-23
3614,Banano,34,13.67,2025-07-28
3615,Uvilla,86,10.26,2024-11-26
3616,Frutilla,3,5.31,2024-09-12
3617,Manzana,22,2.25,2025-08-20
3618,Banano,71,10.51,2024-12-27
3619,Naranja,67,12.27,2025-05-03
3620,Melón,74,14.45,2025-10-14
3621,Banano,8,13.13,2025-11-28
3622,Naranja,41,4.13,2025-01-20
3623,Piña,39,10.52,2026-02-07
3624,Melón,37,9.43,2024-11-05
3625,Melón,18,10.98,2026-03-01
3626,Uva,79,3.35,2025-08-03
3627,Pera,7,12.42,2025-05-19
3628,Uva,28,14.64,2024-06-08
3629,Uvilla,34,14.45,2025-03-14
3630,Naranja,34,7.1,2025-12-17
3631,Pera,61,2.77,2025-12-14
3632,Manzana,41,7.0,2024-11-08
3633,Uva,36,7.25,2024-10-07
3634,Uvilla,77,2.03,2024-10-26
3635,Uva,100,4.23,2026-05-08
3636,Mango,12,8.66,2025-11-23
3637,Pera,29,10.33,2024-11-06
3638,Frutilla,85,3.43,2025-05-31
3639,Uva,6,1.43,2025-03-04
3640,Banano,30,9.43,2025-04-01
3641,Banano,86,1.34,2024-07-06
3642,Frutilla,84,11.44,2024-05-29
3643,Banano,36,11.94,2025-01-26
3644,Melón,98,1.81,2025-02-27
3645,Manzana,11,5.41,2024-12-04
3646,Uva,29,12.76,2024-07-20
3647,Uvilla,68,13.36,2025-06-15
3648,Piña,25,1.72,2024-08-15
3649,Mango,96,2.99,2026-02-08
3650,Frutilla,30,9.65,2025-12-20
3651,Uvilla,76,3.28,2025-06-22
3652,Melón,62,6.56,2025-03-25
3653,Uva,16,8.97,2026-01-16
3654,Pera,44,8.94,2025-08-05
3655,Uvilla,5,12.69,2025-11-24
3656,Banano,43,7.27,2026-01-28
3657,Uvilla,42,9.75,2025-02-02
3658,Frutilla,38,2.42,2026-04-04
3659,Banano,15,2.16,2025-05-10
3660,Banano,53,5.8,2024-06-20
3661,Uva,64,14.73,2026-01-29
3662,Piña,49,7.92,2025-03-21
3663,Mango,58,7.74,2024-08-03
3664,Melón,86,7.62,2026-04-28
3665,Naranja,8,8.11,2024-07-23
3666,Uvilla,33,10.33,2024-07-19
3667,Pera,83,13.77,2026-01-06
3668,Uva,100,10.87,2025-06-15
3669,Frutilla,71,9.77,2025-10-05
3670,Uvilla,93,12.3,2025-12-20
3671,Pera,34,1.8,2024-12-08
3672,Frutilla,92,3.59,2025-08-13
3673,Banano,82,11.37,2024-05-27
3674,Manzana,79,9.61,2024-12-03
3675,Melón,23,10.49,2025-01-12
3676,Mango,38,14.78,2025-11-01
3677,Pera,27,7.63,2025-11-10
3678,Manzana,57,9.83,2025-05-14
3679,Frutilla,8,5.66,2024-07-22
3680,Banano,13,12.02,2025-09-27
3681,Pera,37,8.01,2026-03-11
3682,Piña,43,2.51,2025-09-04
3683,Banano,5,8.33,2025-12-27
3684,Mango,63,2.38,2025-10-13
3685,Uva,87,3.6,2024-06-26
3686,Frutilla,4,1.13,2024-06-13
3687,Manzana,97,14.83,2024-09-08
3688,Uva,45,0.76,2026-05-12
3689,Naranja,84,13.52,2025-09-03
3690,Naranja,33,6.89,2025-01-18
3691,Naranja,100,9.63,2025-11-28
3692,Manzana,68,13.71,2026-04-05
3693,Uva,73,10.5,2026-03-22
3694,Piña,68,12.87,2026-02-16
3695,Frutilla,20,3.45,2025-12-06
3696,Frutilla,55,2.8,2025-06-28
3697,Manzana,79,11.76,2026-04-08
3698,Mango,42,5.81,2026-05-27
3699,Frutilla,27,4.49,2024-08-23
3700,Uvilla,57,5.61,2025-03-12
3701,Frutilla,38,14.52,2025-09-10
3702,Manzana,88,8.42,2024-08-05
3703,Uvilla,56,11.39,2026-04-14
3704,Piña,59,13.92,2025-05-17
3705,Mango,91,2.17,2025-02-20
3706,Uva,60,7.94,2025-07-30
3707,Naranja,8,4.76,2024-07-06
3708,Piña,74,13.19,2024-09-08
3709,Mango,11,9.08,2026-02-02
3710,Uvilla,10,11.6,2024-12-30
3711,Uva,35,1.94,2026-04-25
3712,Manzana,76,3.17,2024-08-06
3713,Pera,63,11.94,2026-04-24
3714,Uva,91,12.31,2025-05-04
3715,Uva,69,11.52,2025-04-16
3716,Frutilla,46,2.92,2025-09-17
3717,Melón,61,3.41,2026-05-05
3718,Manzana,90,6.79,2025-04-27
3719,Naranja,7,5.86,2024-09-18
3720,Frutilla,46,8.16,2026-04-24
3721,Uvilla,30,6.88,2024-11-28
3722,Melón,15,6.51,2024-12-23
3723,Piña,11,11.59,2025-03-17
3724,Manzana,21,14.8,2025-01-19
3725,Frutilla,47,11.79,2024-08-03
3726,Piña,4,3.27,2025-11-11
3727,Mango,68,14.77,2025-07-13
3728,Piña,7,12.07,2025-06-19
3729,Frutilla,83,7.52,2026-05-01
3730,Frutilla,76,14.67,2024-08-14
3731,Melón,28,4.18,2025-07-02
3732,Uvilla,28,11.33,2024-11-27
3733,Uva,74,0.68,2025-03-02
3734,Piña,89,13.67,2024-07-05
3735,Banano,79,12.35,2025-01-16
3736,Manzana,81,10.12,2026-04-16
3737,Manzana,43,14.66,2024-08-02
3738,Mango,25,13.99,2025-09-29
3739,Manzana,98,1.53,2026-05-15
3740,Uva,15,2.87,2025-07-14
3741,Uva,18,2.27,2025-02-26
3742,Uva,75,1.65,2025-08-08
3743,Pera,98,9.86,2025-03-12
3744,Manzana,82,7.88,2024-10-18
3745,Uva,93,3.27,2025-08-26
3746,Mango,61,2.82,2024-12-06
3747,Uva,28,1.64,2025-05-20
3748,Naranja,49,11.07,2025-11-07
3749,Piña,87,8.15,2025-08-29
3750,Manzana,40,14.34,2025-05-12
3751,Melón,8,7.15,2025-04-29
3752,Manzana,41,13.96,2025-11-23
3753,Uva,43,3.25,2024-12-14
3754,Frutilla,55,7.75,2025-02-05
3755,Melón,98,3.9,2026-04-29
3756,Frutilla,38,9.56,2025-07-24
3757,Frutilla,11,4.63,2025-10-30
3758,Uvilla,33,1.97,2025-01-14
3759,Banano,90,9.28,2024-06-14
3760,Banano,60,1.62,2026-02-13
3761,Pera,96,12.04,2024-05-31
3762,Manzana,52,14.46,2024-08-10
3763,Uva,71,14.97,2026-04-21
3764,Naranja,14,5.21,2025-09-11
3765,Manzana,23,4.85,2024-08-31
3766,Piña,88,0.61,2024-09-22
3767,Uvilla,69,6.46,2026-01-13
3768,Melón,17,0.95,2025-03-14
3769,Uva,32,7.57,2025-06-11
3770,Mango,15,2.18,2025-04-20
3771,Mango,35,1.41,2025-12-25
3772,Mango,98,3.58,2024-07-02
3773,Frutilla,18,8.61,2024-10-07
3774,Frutilla,82,8.35,2025-01-10
3775,Piña,6,8.66,2026-04-17
3776,Piña,97,14.31,2025-02-25
3777,Manzana,71,9.05,2024-06-06
3778,Mango,71,1.28,2025-07-02
3779,Manzana,36,4.53,2024-10-13
3780,Melón,44,9.18,2025-11-13
3781,Pera,84,9.38,2025-09-24
3782,Uvilla,47,2.87,2025-03-20
3783,Pera,96,10.4,2024-09-22
3784,Piña,48,13.7,2024-10-31
3785,Uva,6,10.58,2024-08-08
3786,Banano,56,9.12,2025-09-30
3787,Melón,46,12.09,2025-04-20
3788,Manzana,89,13.9,2025-01-15
3789,Pera,27,13.83,2024-09-09
3790,Naranja,33,1.15,2025-03-20
3791,Manzana,9,7.37,2025-04-17
3792,Piña,1,14.31,2025-02-08
3793,Uvilla,91,7.42,2025-01-12
3794,Mango,71,14.4,2026-05-20
3795,Melón,12,8.69,2025-08-01
3796,Pera,60,5.35,2024-12-17
3797,Banano,80,8.62,2026-01-16
3798,Banano,32,7.77,2025-12-15
3799,Melón,37,13.68,2026-02-20
3800,Melón,26,9.87,2026-04-29
3801,Frutilla,73,3.54,2025-07-29
3802,Frutilla,52,4.85,2026-05-17
3803,Naranja,91,1.76,2025-11-09
3804,Uva,83,0.95,2025-01-24
3805,Uvilla,65,7.02,2026-04-11
3806,Piña,53,5.01,2025-07-26
3807,Uva,65,14.06,2026-04-09
3808,Manzana,48,5.41,2026-01-31
3809,Pera,96,10.4,2024-06-28
3810,Pera,81,6.69,2024-10-17
3811,Uvilla,6,14.18,2024-11-29
3812,Pera,98,8.63,2025-12-14
3813,Frutilla,100,4.19,2024-06-08
3814,Mango,93,10.45,2025-06-20
3815,Uvilla,33,5.89,2025-10-14
3816,Uva,62,1.97,2026-01-27
3817,Piña,78,4.4,2024-09-21
3818,Mango,64,4.21,2025-05-14
3819,Banano,92,8.78,2024-09-25
3820,Frutilla,54,10.11,2025-03-30
3821,Frutilla,20,0.66,2024-09-27
3822,Melón,46,5.53,2025-10-03
3823,Uva,98,12.49,2024-11-27
3824,Banano,42,13.61,2025-04-09
3825,Frutilla,43,10.52,2025-04-14
3826,Manzana,36,5.54,2026-01-09
3827,Piña,77,4.53,2025-10-22
3828,Banano,51,3.83,2025-10-18
3829,Manzana,31,12.58,2024-10-10
3830,Manzana,1,6.4,2024-11-13
3831,Pera,75,3.9,2025-06-22
3832,Manzana,29,11.38,2025-01-30
3833,Melón,92,8.59,2024-10-16
3834,Pera,2,10.18,2025-09-18
3835,Naranja,38,3.37,2024-07-16
3836,Pera,92,0.97,2025-07-10
3837,Pera,49,7.15,2026-01-26
3838,Manzana,62,7.94,2026-01-18
3839,Banano,10,7.66,2026-01-03
3840,Uva,23,12.25,2025-03-27
3841,Melón,56,9.57,2025-12-18
3842,Piña,92,7.29,2025-10-12
3843,Mango,10,3.09,2026-03-12
3844,Banano,88,1.9,2024-07-01
3845,Piña,80,5.07,2025-06-13
3846,Frutilla,22,1.71,2026-05-10
3847,Frutilla,75,8.38,2026-04-03
3848,Frutilla,82,14.38,2026-01-23
3849,Melón,47,12.23,2025-05-29
3850,Naranja,98,2.86,2025-11-13
3851,Pera,96,8.52,2024-05-27
3852,Manzana,61,1.15,2025-09-20
3853,Banano,64,2.06,2025-01-04
3854,Mango,55,13.62,2024-08-12
3855,Banano,13,13.48,2025-01-07
3856,Uvilla,53,11.21,2024-05-31
3857,Melón,82,12.29,2025-02-16
3858,Manzana,62,7.26,2025-09-17
3859,Piña,4,9.82,2026-03-30
3860,Piña,19,14.78,2024-07-19
3861,Naranja,53,2.09,2024-06-15
3862,Mango,16,14.64,2025-03-28
3863,Banano,41,3.14,2024-10-08
3864,Naranja,16,1.9,2024-08-11
3865,Pera,42,12.77,2024-09-26
3866,Mango,51,1.74,2024-11-04
3867,Melón,76,6.4,2025-08-10
3868,Uvilla,83,12.0,2025-04-07
3869,Manzana,58,2.52,2026-03-24
3870,Uva,19,3.03,2025-10-27
3871,Piña,6,4.03,2025-01-20
3872,Mango,98,10.75,2025-11-08
3873,Mango,41,2.2,2025-08-15
3874,Uva,11,2.33,2025-07-12
3875,Uvilla,32,11.43,2025-10-19
3876,Pera,43,1.0,2025-01-02
3877,Piña,87,9.79,2025-01-24
3878,Frutilla,6,8.83,2025-10-26
3879,Uvilla,62,2.02,2025-12-02
3880,Melón,40,11.16,2025-06-16
3881,Banano,68,7.49,2025-12-13
3882,Pera,17,7.02,2024-06-10
3883,Manzana,60,1.43,2026-05-27
3884,Pera,17,3.79,2025-11-17
3885,Manzana,83,0.78,2024-11-23
3886,Frutilla,10,14.27,2025-06-01
3887,Uva,3,0.65,2024-10-22
3888,Mango,26,6.43,2026-03-03
3889,Melón,38,5.12,2024-10-26
3890,Uvilla,91,13.14,2025-03-18
3891,Frutilla,88,4.37,2025-04-30
3892,Melón,42,6.06,2024-06-21
3893,Banano,17,12.79,2025-02-26
3894,Naranja,98,10.11,2024-06-07
3895,Uvilla,25,2.35,2026-03-10
3896,Manzana,76,7.98,2024-09-07
3897,Uva,33,11.92,2026-01-29
3898,Melón,9,12.63,2024-06-03
3899,Piña,58,10.69,2025-02-10
3900,Frutilla,40,6.59,2025-09-16
3901,Mango,45,10.91,2024-11-13
3902,Frutilla,13,0.84,2024-07-27
3903,Frutilla,91,13.63,2024-12-19
3904,Melón,70,9.67,2024-11-06
3905,Banano,42,9.46,2024-08-29
3906,Manzana,26,4.75,2025-06-23
3907,Banano,12,6.61,2024-11-27
3908,Uva,85,6.06,2025-06-02
3909,Melón,48,1.59,2024-06-16
3910,Manzana,52,13.95,2025-05-11
3911,Piña,47,10.58,2025-09-06
3912,Naranja,91,0.99,2025-05-17
3913,Uvilla,28,8.19,2026-01-19
3914,Pera,5,12.23,2025-11-23
3915,Melón,95,1.83,2026-05-14
3916,Naranja,63,11.09,2025-02-28
3917,Pera,25,6.38,2024-11-19
3918,Banano,53,4.78,2024-08-18
3919,Banano,12,12.57,2025-01-10
3920,Naranja,74,0.86,2025-12-24
3921,Piña,7,6.32,2024-06-14
3922,Piña,38,9.26,2026-02-13
3923,Pera,67,3.38,2025-06-04
3924,Manzana,35,11.97,2024-08-27
3925,Naranja,73,5.59,2025-01-24
3926,Naranja,2,2.53,2025-12-07
3927,Mango,45,2.39,2025-03-18
3928,Melón,19,5.67,2024-06-25
3929,Pera,67,13.83,2025-02-26
3930,Piña,26,10.65,2025-04-06
3931,Mango,73,7.4,2024-09-22
3932,Melón,17,12.33,2024-11-28
3933,Piña,57,12.21,2024-09-23
3934,Naranja,50,10.76,2025-05-20
3935,Pera,55,4.08,2026-04-03
3936,Naranja,83,2.66,2024-12-20
3937,Banano,46,4.33,2026-03-20
3938,Banano,81,2.06,2024-06-27
3939,Mango,61,12.68,2026-05-10
3940,Manzana,100,12.7,2025-03-03
3941,Uva,20,9.62,2026-01-19
3942,Frutilla,94,14.51,2025-12-26
3943,Pera,17,0.88,2024-06-20
3944,Frutilla,39,10.73,2026-02-09
3945,Melón,24,13.86,2026-01-20
3946,Pera,13,9.91,2025-06-22
3947,Piña,72,3.31,2026-02-23
3948,Uva,83,9.72,2024-11-06
3949,Piña,12,5.89,2025-06-08
3950,Piña,52,4.24,2026-04-02
3951,Mango,47,1.28,2024-09-09
3952,Uva,99,12.0,2024-11-14
3953,Uvilla,71,5.06,2024-10-06
3954,Frutilla,26,3.54,2024-10-22
3955,Mango,42,6.38,2025-10-23
3956,Uvilla,93,5.03,2025-07-11
3957,Uva,41,0.53,2024-10-14
3958,Melón,96,7.68,2024-07-10
3959,Manzana,48,3.43,2024-08-05
3960,Naranja,58,5.25,2025-06-24
3961,Frutilla,46,6.95,2025-08-26
3962,Naranja,2,8.02,2025-04-25
3963,Pera,95,4.5,2025-12-03
3964,Banano,15,9.82,2026-03-24
3965,Banano,52,3.24,2025-03-11
3966,Mango,33,3.79,2025-02-11
3967,Uva,81,11.22,2026-01-23
3968,Pera,48,10.84,2024-07-30
3969,Pera,70,14.88,2024-11-02
3970,Piña,80,0.66,2025-06-19
3971,Naranja,28,10.93,2026-03-30
3972,Piña,99,12.3,2025-08-25
3973,Uvilla,5,5.49,2025-12-22
3974,Pera,57,4.19,2024-06-24
3975,Frutilla,41,11.17,2024-08-08
3976,Uva,30,7.85,2025-02-28
3977,Melón,87,13.08,2025-10-30
3978,Banano,38,9.31,2024-09-23
3979,Naranja,75,3.02,2024-10-14
3980,Mango,98,6.05,2025-12-28
3981,Melón,80,2.91,2025-09-05
3982,Pera,67,10.14,2026-04-16
3983,Melón,21,14.24,2026-03-30
3984,Mango,13,9.22,2024-07-28
3985,Piña,54,14.85,2024-11-24
3986,Mango,85,12.14,2025-11-19
3987,Mango,69,10.99,2024-11-25
3988,Manzana,63,7.63,2025-09-30
3989,Piña,47,7.96,2025-10-23
3990,Melón,12,4.53,2025-03-10
3991,Uva,21,13.36,2025-03-24
3992,Uvilla,74,10.54,2025-02-25
3993,Frutilla,63,5.74,2025-10-01
3994,Melón,68,2.96,2025-04-17
3995,Uvilla,85,5.81,2025-12-31
3996,Banano,95,0.94,2025-04-26
3997,Uva,69,2.54,2025-02-28
3998,Frutilla,53,3.27,2026-05-19
3999,Pera,41,11.61,2024-08-22
4000,Frutilla,32,3.95,2025-10-23
4001,Melón,62,7.09,2025-05-09
4002,Frutilla,18,3.5,2024-07-06
4003,Uva,77,1.43,2024-07-17
4004,Melón,50,8.7,2024-07-11
4005,Uvilla,85,11.61,2025-11-21
4006,Banano,40,13.36,2025-04-28
4007,Pera,26,10.16,2025-12-02
4008,Uvilla,29,10.94,2025-10-24
4009,Manzana,33,1.61,2024-08-07
4010,Uva,31,8.52,2025-01-29
4011,Uva,36,14.95,2025-09-19
4012,Pera,98,6.98,2025-12-22
4013,Manzana,81,4.81,2025-05-10
4014,Naranja,27,13.25,2026-01-29
4015,Uva,67,9.89,2024-06-20
4016,Frutilla,48,5.62,2025-01-31
4017,Pera,82,14.55,2024-09-30
4018,Mango,27,11.93,2025-06-26
4019,Uva,12,11.93,2025-03-03
4020,Naranja,56,8.85,2025-06-02
4021,Banano,5,13.75,2025-10-17
4022,Mango,81,12.33,2026-04-02
4023,Manzana,89,9.73,2025-07-16
4024,Manzana,88,10.1,2025-05-23
4025,Melón,96,1.32,2026-02-01
4026,Naranja,39,5.01,2025-07-29
4027,Uvilla,94,6.67,2025-03-30
4028,Naranja,44,10.71,2026-04-28
4029,Uva,11,9.41,2025-04-24
4030,Banano,17,11.34,2025-02-03
4031,Frutilla,97,11.59,2025-05-18
4032,Pera,31,10.29,2025-10-03
4033,Manzana,30,7.31,2026-05-20
4034,Frutilla,40,7.66,2026-01-09
4035,Uvilla,68,11.01,2024-09-15
4036,Pera,59,10.01,2025-04-23
4037,Piña,62,9.29,2025-01-03
4038,Pera,16,4.5,2024-11-02
4039,Frutilla,68,12.99,2025-03-30
4040,Piña,86,4.78,2024-06-18
4041,Uva,9,8.7,2026-03-21
4042,Banano,36,10.6,2026-05-02
4043,Naranja,78,4.85,2024-06-05
4044,Piña,73,2.69,2024-11-17
4045,Frutilla,44,4.07,2026-04-10
4046,Uva,66,5.7,2024-10-01
4047,Piña,5,6.46,2025-12-20
4048,Pera,72,12.78,2025-11-06
4049,Piña,52,10.52,2026-03-30
4050,Pera,28,15.0,2026-05-07
4051,Uva,24,13.3,2025-05-26
4052,Pera,32,8.42,2026-04-07
4053,Banano,31,12.91,2025-01-11
4054,Melón,9,4.26,2026-01-09
4055,Frutilla,26,3.44,2026-05-15
4056,Banano,40,10.88,2026-04-27
4057,Uva,55,6.17,2025-04-11
4058,Naranja,94,10.74,2026-03-16
4059,Uva,51,1.22,2025-03-10
4060,Piña,88,14.3,2025-01-04
4061,Piña,78,14.84,2025-01-06
4062,Uvilla,18,12.78,2025-09-15
4063,Uvilla,44,11.49,2024-06-18
4064,Uva,99,7.85,2026-05-24
4065,Uva,98,14.48,2025-09-21
4066,Mango,55,13.66,2025-03-03
4067,Piña,8,7.33,2026-01-11
4068,Uvilla,79,9.1,2025-08-19
4069,Uvilla,86,14.8,2026-04-21
4070,Pera,50,7.35,2025-10-16
4071,Naranja,42,10.59,2025-03-12
4072,Uva,12,13.98,2025-04-19
4073,Banano,92,12.32,2025-12-13
4074,Melón,6,8.17,2025-05-02
4075,Banano,97,10.87,2026-05-24
4076,Naranja,8,12.03,2024-10-19
4077,Frutilla,62,5.0,2024-12-07
4078,Banano,82,12.48,2025-01-23
4079,Piña,16,5.46,2024-10-18
4080,Mango,39,9.16,2025-02-05
4081,Piña,6,13.59,2024-08-10
4082,Piña,11,14.02,2024-05-28
4083,Uva,13,3.73,2025-01-29
4084,Naranja,97,9.58,2024-06-06
4085,Uva,15,12.49,2025-01-25
4086,Banano,25,7.58,2025-07-09
4087,Pera,98,12.54,2025-12-29
4088,Mango,66,10.64,2026-04-18
4089,Naranja,83,4.32,2024-10-08
4090,Pera,11,12.93,2024-09-26
4091,Piña,66,7.95,2026-03-16
4092,Banano,98,6.63,2024-07-24
4093,Melón,29,3.69,2025-07-25
4094,Mango,29,0.92,2025-08-12
4095,Naranja,19,2.85,2026-02-15
4096,Manzana,21,1.55,2025-10-30
4097,Uvilla,82,12.1,2025-06-28
4098,Pera,87,13.14,2024-07-23
4099,Manzana,59,10.87,2025-04-23
4100,Naranja,2,12.4,2024-06-11
4101,Frutilla,38,4.07,2025-08-31
4102,Banano,22,4.36,2026-01-05
4103,Mango,24,8.03,2026-05-10
4104,Frutilla,64,13.05,2025-10-13
4105,Uva,23,6.51,2025-08-09
4106,Manzana,6,9.64,2026-04-08
4107,Manzana,77,10.93,2025-11-14
4108,Naranja,64,4.61,2026-02-13
4109,Melón,11,2.8,2025-01-19
4110,Melón,66,12.7,2025-07-12
4111,Piña,79,4.09,2024-06-25
4112,Banano,60,2.72,2024-12-09
4113,Banano,40,13.18,2025-04-01
4114,Pera,1,11.73,2025-07-27
